bill,year,date_intro,title,act,sector
S.221,2016,1/5/16,An act relating to law enforcement officers,,
H.132,2013,2/1/13,An act relating to law enforcement requests for location information from wireless telecommunications service providers,,
S.182,2012,1/3/12,An act relating to lead in food and other edible products,,
H.441,2017,2/23/17,An act relating to lead testing in schools,,
H.691,2016,1/27/16,An act relating to leasing State property to a private entity,,
H.178,2011,2/8/11,An act relating to leaving a child or person under care of another unattended in a motor vehicle,,
H.357,2015,2/27/15,An act relating to leaving a child or person under care of another unattended in a motor vehicle,,
H.563,2016,1/15/16,An act relating to legislative approval for Medicare waivers,,
H.526,2012,1/12/12,An act relating to legislative approval of certain hydroelectric facilities,,
H.31,2011,1/13/11,An act relating to legislative approval of municipal charter amendments,,
H.498,2013,3/12/13,An act relating to legislative records,,
H.821,2018,2/1/18,An act relating to liability coverage for health care navigators,,
H.463,2017,2/24/17,An act relating to liability for animals running at large,,
H.193,2017,2/3/17,"An act relating to liability for damage to customer-owned, underground electric service lines",,
H.294,2013,2/19/13,An act relating to liability for skiing off trail,,
H.850,2018,2/2/18,An act relating to liability for toxic substance exposures or releases,,
S.197,2018,1/3/18,An act relating to liability for toxic substance exposures or releases,,
H.385,2015,3/10/15,An act relating to liability insurance and transportation network companies,,
S.160,2012,1/3/12,An act relating to liability of an innocent landowner for the release of a hazardous material,,
H.599,2012,1/26/12,An act relating to license plates commemorating military valor awards,,
H.783,2014,1/31/14,An act relating to license reinstatement under the total abstinence program and ignition interlock devices,,
H.617,2012,1/27/12,An act relating to licensed alcohol and drug abuse counselors as Medicaid participating providers,,
H.69,2013,1/24/13,An act relating to licensed alcohol and drug abuse counselors as participating providers in Medicaid,,
H.801,2014,1/31/14,An act relating to licensed lender registration for businesses,,
H.777,2012,3/20/12,An act relating to licensed midwives and certified nurse midwives,,
S.210,2012,1/3/12,An act relating to licensed midwives and certified nurse midwives,,
S.136,2015,3/13/15,An act relating to licensing and regulating applied behavior analysts and their assistants,,
H.546,2016,1/12/16,An act relating to licensing and regulating art therapists,,
H.131,2017,1/26/17,An act relating to licensing and regulating art therapists,,
H.258,2017,2/14/17,An act relating to licensing casinos,,
H.12,2015,1/13/15,An act relating to licensing consumer litigation funding companies,,
S.3,2015,1/13/15,An act relating to licensing consumer litigation funding companies,,
H.614,2012,1/26/12,An act relating to licensing procedures for older drivers,,
H.142,2017,1/27/17,An act relating to life insurance policies and the Vermont Uniform Securities Act,,
H.216,2017,2/9/17,An act relating to Lifeline benefits,,
H.166,2011,2/3/11,An act relating to limitations on liability for municipal and state landowners,,
H.814,2016,1/29/16,An act relating to limitations on prescriptions for opioids,,
S.201,2016,1/5/16,An act relating to limitations on prescriptions for opioids,,
H.40,2013,1/18/13,An act relating to limited first class licenses,,
H.450,2011,4/7/11,An act relating to limited immunity from liability for job performance information disclosed to employers of individuals who work with minors or vulnerable adults,,
S.60,2013,1/29/13,An act relating to limited immunity from liability for reporting a drug or alcohol overdose,,
S.256,2018,1/3/18,An act relating to limiting additional TIF districts,,
S.178,2018,1/3/18,An act relating to limiting compensation for employees of nonprofit organizations that receive State funding,,
H.108,2017,1/24/17,An act relating to limiting drug-related criminal liability and civil forfeiture actions against persons associated with an approved safer drug consumption program,,
S.107,2017,3/1/17,An act relating to limiting drug-related criminal liability and civil forfeiture actions against persons associated with an approved safer drug consumption program,,
H.365,2017,2/22/17,An act relating to limiting Education Fund expenditures to expenses controlled by school district spending decisions,,
H.635,2012,1/31/12,An act relating to limiting income sensitivity adjustments to the amount of property taxes owed,,
H.330,2015,2/26/15,An act relating to limiting landowner liability for posting the dangers of swimming holes,,
H.662,2012,1/31/12,An act relating to limiting legislative sessions,,
S.123,2017,3/16/17,An act relating to limiting liability for animal shelter and rescue organizations assisting law enforcement in animal cruelty investigations,,
H.359,2013,2/26/13,An act relating to limiting liability in the enhanced 911 system,,
S.250,2014,1/7/14,An act relating to limiting mail-in rebates,,
S.164,2013,4/3/13,An act relating to limiting seller liability in products liability actions,,
H.388,2015,3/10/15,An act relating to limiting seller liability in products liability actions,,
H.309,2013,2/20/13,An act relating to limiting the amount a custodian may charge for paperless copies of medical records,,
S.35,2011,1/28/11,An act relating to limiting the application of fertilizer to nonagricultural turf,,
S.243,2014,1/7/14,An act relating to limiting the campaign contributions of businesses and partnerships,,
H.382,2017,2/22/17,An act relating to limiting the circumstances in which an asset is subject to judicial forfeiture,,
H.379,2015,3/10/15,An act relating to limiting the Department for Children and Families' ability to seek child support from parents,,
H.761,2018,1/30/18,An act relating to limiting the imposition of appearance bonds,,
H.825,2018,2/1/18,An act relating to limiting the length of the legislative session,,
H.181,2015,2/10/15,An act relating to limiting the role of Medicare in certain health care reform initiatives,,
H.656,2018,1/18/18,An act relating to limiting the scope of motor vehicle safety inspections,,
H.244,2013,2/12/13,An act relating to limiting the total annual appropriation for state employee mileage reimbursement,,
H.662,2018,1/18/18,An act relating to limiting Vermont income taxation of certain Social Security benefits,,
H.723,2018,1/26/18,An act relating to limits on the prescription of opioids and creating a private right of action for prescriptions in excess of those limits,,
H.305,2017,2/17/17,An act relating to live organ donation,,
H.409,2015,3/10/15,An act relating to lobbying disclosures,,
H.585,2016,1/20/16,"An act relating to lobbying, gifts, and political contributions",,
S.54,2017,1/27/17,An act relating to lobbyist identification,,
H.434,2013,3/1/13,An act relating to local control of the public education system and to the relative powers of school districts and supervisory unions,,
H.635,2016,1/26/16,An act relating to local land use bylaws and affordable housing,,
H.596,2016,1/21/16,An act relating to local land use regulation of electric generation facilities,,
H.878,2018,2/6/18,An act relating to local management of State funds,,
H.320,2011,2/23/11,An act relating to local option tax for infrastructure,,
H.608,2014,1/15/14,"An act relating to long distance, intrastate telephone service",,
H.575,2014,1/9/14,An act relating to lottery ticket sales,,
H.251,2015,2/19/15,An act relating to lottery ticket sales,,
H.184,2011,2/8/11,An act relating to lottery vending machines,,
H.162,2011,2/3/11,An act relating to lottery-linked deposit accounts,,
S.106,2013,2/14/13,An act relating to low-interest loans for electric vehicle charging stations,,
S.249,2014,1/7/14,An act relating to lowering education property tax rates for low spending towns,,
H.437,2015,3/10/15,An act relating to lowering the cap for income sensitivity adjustments,,
H.707,2014,1/28/14,An act relating to lowering the DUI blood alcohol limit from 0.08 to 0.05,,
H.71,2017,1/18/17,An act relating to lowering the minimum corporate tax for a tax-exempt corporation,,
S.177,2018,1/3/18,An act relating to lowering the rate of increase for mobile home lot rents,,
H.193,2011,2/8/11,An act relating to lowering to 16 the age of consent for blood donation,,
H.90,2011,1/25/11,An act relating to Lyme disease,,
S.112,2013,2/15/13,An act relating to Lyme disease and other tick-borne illnesses,,
H.253,2013,2/12/13,An act relating to maintaining town records in a digital format,,
H.443,2015,3/10/15,An act relating to maintenance of class 4 town highways and public trails,,
H.279,2017,2/15/17,An act relating to maintenance of class 4 town highways and public trails,,
H.518,2017,3/28/17,An act relating to making appropriations for the support of government,,
H.924,2018,3/20/18,An act relating to making appropriations for the support of government,,
S.118,2017,3/14/17,An act relating to making building energy performance visible,,
H.846,2016,2/11/16,An act relating to making changes to the calculation of the statewide education property tax,,
H.304,2017,2/17/17,An act relating to making changes to the calculation of the statewide education property tax,,
H.367,2013,2/26/13,An act relating to making changes to Vermont's tax code,,
H.188,2015,2/10/15,An act relating to making health insurance plans available outside the Exchange,,
H.78,2015,1/27/15,An act relating to making health insurance plans available outside the Exchange and to purchasing health insurance across state lines,,
H.741,2014,1/28/14,An act relating to making illegal threatening and harassing calls and electronic communications that are not anonymous,,
H.468,2013,3/1/13,An act relating to making it easier for taxpayers who misfile a homestead declaration to seek relief from the Department of Taxes,,
H.233,2013,2/8/13,"An act relating to making it illegal to take a photograph of a person without his or her consent, or to modify a photograph of a person without his or her consent, and to distribute it",,
H.876,2014,3/18/14,An act relating to making miscellaneous amendments and technical corrections to education laws,,
H.169,2011,2/4/11,An act relating to making miscellaneous changes to technical education laws and other education laws,,
H.324,2015,2/26/15,An act relating to making numerous changes to Vermont's tax laws,,
H.922,2018,3/16/18,An act relating to making numerous revenue changes,,
H.839,2018,2/1/18,"An act relating to making numerous tax changes, including exempting certain Social Security benefits and military retirement pay from State taxation",,
H.703,2014,1/28/14,An act relating to making participation in the Exchange optional,,
H.468,2015,3/10/15,An act relating to making records of first offense DUI convictions eligible for expungement,,
H.528,2017,4/12/17,An act relating to making tax changes to help Vermonters and small businesses,,
H.873,2014,3/13/14,An act relating to making technical amendments to tax increment financing laws,,
H.368,2015,3/10/15,An act relating to making the sixth conviction of the same misdemeanor punishable as a felony,,
S.260,2014,1/7/14,An act relating to malt and vinous beverage tastings,,
H.127,2011,1/27/11,An act relating to malt and vinous beverages,,
H.704,2014,1/28/14,"An act relating to malt, vinous, and spirituous beverage tastings",,
S.172,2018,1/3/18,An act relating to mandamus actions,,
S.80,2013,2/6/13,An act relating to mandatory community notification regarding registered sex offenders,,
H.539,2017,5/5/17,An act relating to mandatory incarceration for a third DUI offense,,
H.474,2015,3/10/15,An act relating to mandatory mediation in divorce proceedings,,
H.600,2012,1/26/12,An act relating to mandatory mediation in foreclosure proceedings,,
H.722,2018,1/26/18,An act relating to manufactured homes and energy conservation standards,,
H.54,2015,1/23/15,An act relating to manure application on farms located in watersheds of nutrient impaired lakes,,
H.758,2016,1/28/16,An act relating to market competitors who seek party status under Act 250,,
H.246,2017,2/14/17,"An act relating to marriage by proxy, teleconference, or other technology",,
H.107,2017,1/24/17,An act relating to marriage solemnization,,
H.793,2016,1/28/16,An act relating to matching State grants under the public campaign finance option,,
H.836,2014,2/4/14,An act relating to meals for health care professionals,,
H.417,2015,3/10/15,An act relating to measuring quality in payment reform initiatives,,
H.774,2012,3/20/12,"An act relating to meat inspection, delivery of liquid fuels, dairy operations, and animal foot baths",,
S.92,2015,2/17/15,An act relating to mediation in medical malpractice actions,,
H.85,2013,1/24/13,An act relating to Medicaid benefits for U visa holders,,
H.672,2018,1/19/18,An act relating to Medicaid co-payment amounts and Exchange financial assistance,,
H.710,2014,1/28/14,An act relating to Medicaid coverage for acupuncture,,
H.628,2016,1/26/16,An act relating to Medicaid coverage for doula services,,
H.70,2017,1/18/17,An act relating to Medicaid coverage for doula services,,
H.749,2014,1/30/14,An act relating to Medicaid coverage for home telemonitoring services,,
H.422,2011,3/8/11,An act relating to Medicaid for Working Persons with Disabilities,,
S.192,2016,1/5/16,An act relating to Medicaid rates for home- and community-based service providers,,
H.730,2016,1/28/16,An act relating to Medicaid rates for home- and community-based services and home-delivered meals as a reimbursable covered service,,
H.138,2015,2/6/15,An act relating to Medicaid reimbursement for ambulance and emergency medical treatment services,,
S.151,2015,4/22/15,An act relating to Medicaid reimbursement for ambulance and emergency medical treatment services,,
H.392,2011,3/8/11,An act relating to Medicaid reimbursement for avoidable cesarean sections,,
S.79,2011,2/23/11,An act relating to medical care for abused animals,,
H.633,2014,1/21/14,An act relating to medical device manufacturer-sponsored education sessions for health care providers,,
H.441,2015,3/10/15,An act relating to medical malpractice actions,,
H.568,2012,1/19/12,An act relating to medical marijuana,,
H.500,2013,3/12/13,"An act relating to medical marijuana caregivers, eligible medical conditions, and dispensaries",,
H.682,2016,1/27/16,An act relating to Medicare supplemental plans for dual eligible Medicaid beneficiaries,,
H.468,2017,2/24/17,An act relating to medication-assisted treatment at State correctional facilities,,
S.86,2015,2/12/15,An act relating to membership in multiple net metering groups,,
H.336,2017,2/21/17,An act relating to membership of the Fish and Wildlife Board,,
H.293,2017,2/16/17,An act relating to Mental Health and Addiction Services Loan Forgiveness and Development Program,,
H.4,2011,1/6/11,An act relating to mental health hospital admissions,,
H.582,2014,1/10/14,An act relating to mental health insurance benefits,,
H.101,2015,1/30/15,An act relating to mental health insurance benefits,,
H.124,2017,1/24/17,An act relating to mental health insurance benefits,,
H.197,2017,2/7/17,An act relating to mental health parity for workers' compensation,,
S.93,2017,2/24/17,An act relating to mental health parity for workers' compensation,,
H.283,2013,2/19/13,An act relating to methods of claims settlement for automobile total losses,,
H.50,2011,1/14/11,An act relating to military pension income tax exemption,,
H.11,2013,1/10/13,An act relating to military pension income tax exemption,,
H.22,2015,1/15/15,An act relating to military pension income tax exemption,,
H.317,2015,2/26/15,An act relating to military pension income tax exemption,,
H.21,2017,1/10/17,An act relating to military pension income tax exemption,,
H.806,2016,1/29/16,An act relating to military pension income tax exemption and the Office of Veterans Affairs,,
H.651,2014,1/21/14,An act relating to military retirement pay income tax exemption,,
H.454,2013,3/1/13,An act relating to minimizing the fiscal impact of textbook purchases at public postsecondary institutions,,
H.341,2011,2/25/11,An act relating to minors in possession of alcoholic beverages,,
H.76,2017,1/19/17,An act relating to miscellaneous agricultural subjects,,
S.255,2018,1/3/18,An act relating to miscellaneous agricultural subjects,,
H.315,2015,2/25/15,An act relating to miscellaneous amendments to Act 250,,
H.803,2018,2/1/18,An act relating to miscellaneous amendments to the medical marijuana program,,
H.692,2016,1/27/16,An act relating to miscellaneous changes to economic development programs,,
S.257,2018,1/3/18,An act relating to miscellaneous changes to education law,,
S.130,2017,3/17/17,An act relating to miscellaneous changes to education laws,,
S.225,2016,1/5/16,An act relating to miscellaneous changes to laws related to motor vehicles,,
H.165,2013,2/5/13,An act relating to miscellaneous consumer protection provisions related to motor vehicles,,
H.841,2018,2/2/18,An act relating to miscellaneous economic development provisions,,
H.33,2011,1/13/11,An act relating to miscellaneous education initiatives intended to decrease education spending and increase efficiencies,,
H.559,2018,1/3/18,An act relating to miscellaneous environmental subjects,,
H.782,2018,1/31/18,An act relating to miscellaneous highway and motor vehicle provisions,,
S.222,2018,1/3/18,An act relating to miscellaneous judiciary procedures,,
H.12,2017,1/10/17,An act relating to miscellaneous law enforcement amendments,,
S.26,2017,1/13/17,An act relating to miscellaneous law enforcement amendments,,
S.273,2018,1/3/18,An act relating to miscellaneous law enforcement amendments,,
H.737,2018,1/30/18,An act relating to miscellaneous provisions affecting credit unions,,
H.687,2016,1/27/16,An act relating to miscellaneous provisions to combat opioid abuse,,
H.584,2016,1/20/16,"An act relating to miscellaneous timber harvesting, forestry, and State lands issues",,
S.237,2016,1/5/16,"An act relating to miscellaneous timber harvesting, forestry, and State lands issues",,
H.868,2018,2/6/18,An act relating to mitigating statewide systemic racism,,
S.154,2012,1/3/12,An act relating to mixed martial arts,,
H.784,2016,1/28/16,An act relating to model State consumer and employee justice enforcement,,
H.852,2018,2/2/18,An act relating to modernizing the workforce development system,,
S.273,2014,1/7/14,An act relating to modification of an order terminating parental rights,,
H.287,2013,2/19/13,An act relating to modifying record retention and related requirements for pawnbrokers and precious metal dealers,,
S.118,2013,2/20/13,An act relating to modifying record retention and related requirements for pawnbrokers and precious metal dealers,,
S.201,2018,1/3/18,An act relating to modifying the renter rebate program,,
S.47,2011,2/2/11,An act relating to mold insurance coverage,,
H.423,2017,2/23/17,An act relating to monetary thresholds for criminal penalties,,
H.212,2013,2/7/13,"An act relating to monitoring the purchase of products containing ephedrine, pseudoephedrine, or phenylpropanolamine",,
H.207,2011,2/8/11,An act relating to monthly property tax collection for mobile homes,,
H.655,2012,1/31/12,An act relating to moose permits for veterans,,
H.292,2013,2/19/13,An act relating to moose permits for veterans,,
H.113,2015,2/3/15,An act relating to moose permits for veterans of the U.S. Armed Forces,,
H.603,2016,1/21/16,An act relating to mortgage lending,,
H.486,2017,2/24/17,An act relating to motor truck traffic in downtown Vergennes,,
S.84,2017,2/15/17,An act relating to motor vehicle emissions,,
H.232,2017,2/10/17,An act relating to motor vehicle inspections,,
H.783,2018,1/31/18,An act relating to motor vehicle inspections,,
S.170,2018,1/3/18,An act relating to motor vehicle inspections,,
S.193,2018,1/3/18,An act relating to motor vehicle inspections,,
H.592,2018,1/10/18,An act relating to motor vehicle inspections and consumer protection,,
H.562,2012,1/19/12,An act relating to motor vehicle noise,,
H.61,2015,1/27/15,An act relating to motor vehicle titles,,
S.68,2015,2/10/15,An act relating to motor vehicle titles,,
H.542,2016,1/12/16,An act relating to motor-assisted bicycles,,
H.238,2013,2/8/13,An act relating to motorboat registration periods,,
H.721,2014,1/28/14,An act relating to motorcycle helmets,,
H.798,2014,1/31/14,An act relating to motorcycle helmets,,
S.172,2014,1/7/14,An act relating to motorcycle helmets,,
H.158,2017,1/31/17,An act relating to moving the date for school district budget votes for fiscal year 2018,,
S.252,2018,1/3/18,An act relating to municipal and regional land use planning and electric generation siting,,
H.819,2018,2/1/18,An act relating to municipal authority to adopt nuisance ordinances regarding marijuana odor,,
H.184,2013,2/5/13,"An act relating to municipal authority to adopt, amend, and repeal charters without legislative approval",,
H.525,2016,1/7/16,An act relating to municipal authority to establish speed limits,,
H.17,2017,1/10/17,An act relating to municipal authority to establish speed limits,,
H.128,2013,2/1/13,"An act relating to municipal authority to regulate the possession, use, and manufacture of knives",,
H.165,2015,2/10/15,"An act relating to municipal authority to regulate the possession, use, and manufacture of knives",,
H.276,2017,2/15/17,"An act relating to municipal authority to regulate the possession, use, and manufacture of knives",,
H.794,2014,1/31/14,An act relating to municipal authority to repair vacant buildings,,
H.726,2014,1/28/14,An act relating to municipal authority to set speed limits,,
H.757,2018,1/30/18,An act relating to municipal development planning and healthy community design,,
H.339,2011,2/25/11,An act relating to municipal development plans and ridgeline protection bylaws,,
H.581,2016,1/19/16,An act relating to municipal directional signs to designated centers,,
H.118,2011,1/27/11,"An act relating to municipal establishment of speed limits within 1,000 feet of schools",,
H.770,2016,1/28/16,An act relating to municipal funding for education expenses,,
H.143,2013,2/1/13,An act relating to municipal land use bylaws and residential care or group homes,,
H.830,2018,2/1/18,An act relating to municipal notice regarding disability benefits available due to post-traumatic stress disorder,,
H.52,2013,1/22/13,An act relating to municipal plans and flood resilience,,
H.715,2018,1/25/18,An act relating to municipal property taxation of private college and university buildings,,
H.360,2017,2/21/17,An act relating to municipal regulation of electric generation facilities,,
H.703,2016,1/28/16,An act relating to municipal solar net metering facilities,,
H.268,2011,2/17/11,An act relating to municipal taxation and abatement,,
S.232,2016,1/5/16,An act relating to municipally owned hydroelectric plants,,
H.198,2015,2/11/15,An act relating to municipally owned landfills,,
H.614,2016,1/22/16,An act relating to murder and manslaughter,,
H.199,2011,2/8/11,An act relating to naming contributors in campaign finance reports,,
H.451,2015,3/10/15,An act relating to nano breweries,,
H.615,2016,1/22/16,An act relating to National and State Park special registration plates,,
H.578,2012,1/20/12,An act relating to naturopathic physicians,,
H.83,2011,1/21/11,An act relating to negligent storage of a firearm,,
S.59,2011,2/11/11,An act relating to negligent storage of a firearm,,
H.243,2013,2/8/13,An act relating to negligent storage of a firearm,,
S.95,2013,2/12/13,An act relating to negligent storage of a firearm,,
H.366,2013,2/26/13,An act relating to net metering systems serving industrial facilities and to solar electric generation,,
S.115,2017,3/3/17,An act relating to new generation on transmission lines subject to curtailment,,
H.822,2016,1/29/16,An act relating to noise from wind turbines,,
H.139,2011,1/28/11,An act relating to noise levels of motorboats,,
H.86,2013,1/25/13,An act relating to noise levels of motorboats,,
H.241,2011,2/15/11,An act relating to nominations by multiple parties,,
H.714,2014,1/28/14,An act relating to nonconsensual disclosure of sexually-explicit images,,
S.35,2017,1/18/17,An act relating to nonconsensual sexual conduct,,
H.74,2013,1/24/13,An act relating to nonjudicial discipline,,
S.155,2012,1/3/12,An act relating to nonpayment of rent,,
H.817,2016,1/29/16,An act relating to nonpayment of rent,,
H.388,2017,2/22/17,An act relating to nonpayment of rent,,
S.43,2011,2/1/11,An act relating to nonpayment of wages,,
H.33,2017,1/12/17,An act relating to nonprofit corporations,,
H.685,2016,1/27/16,An act relating to nonresidential improvement fraud,,
S.104,2017,2/28/17,An act relating to nonresidential improvement fraud,,
S.193,2012,1/3/12,An act relating to nonschool recreational use of public school property,,
H.122,2013,1/29/13,An act relating to nonschool recreational use of public school property,,
S.13,2013,1/11/13,An act relating to nonschool recreational use of public school property,,
S.68,2011,2/15/11,An act relating to nonunanimous jury verdicts in civil actions,,
S.65,2015,2/5/15,An act relating to nonunanimous jury verdicts in civil actions,,
H.389,2017,2/22/17,An act relating to notice for development review,,
H.19,2017,1/10/17,An act relating to notice for local development review,,
H.187,2011,2/8/11,An act relating to notice of ineligibility for an income sensitivity adjustment due to a change in homestead status,,
H.168,2011,2/3/11,An act relating to notice of meetings of public bodies,,
H.248,2011,2/15/11,An act relating to notice of open meetings,,
H.221,2013,2/7/13,An act relating to notice of placement at designated residential service homes,,
S.93,2013,2/12/13,An act relating to notice of placement at designated residential service homes,,
H.179,2013,2/5/13,An act relating to notice of proposed wind energy generation plants,,
H.799,2018,2/1/18,An act relating to notice of sale of property subject to unpaid property taxes,,
H.51,2017,1/17/17,An act relating to notice of telecommunications facility installation,,
H.424,2011,3/8/11,An act relating to notice of trespass,,
H.309,2011,2/23/11,An act relating to notice required when a piece of homestead property is transferred or when property ceases to be homestead property,,
S.188,2014,1/7/14,An act relating to notice requirements for exhuming human remains,,
H.3,2013,1/10/13,An act relating to notice requirements for potable water supply and wastewater system permits,,
H.94,2015,1/29/15,An act relating to notification of individuals placed in hospital observation status,,
S.5,2015,1/13/15,An act relating to notification of individuals placed in hospital observation status,,
H.697,2018,1/25/18,An act relating to notification of public building accessibility,,
S.4,2015,1/13/15,An act relating to notification prior to sale of firearms relinquished pursuant to relief from abuse orders,,
H.842,2018,2/2/18,"An act relating to notifying parents, guardians, or custodians of the location of a runaway child",,
H.36,2011,1/13/11,"An act relating to nuclear energy generation, postclosure funding, and trusts for decommissioning, spent fuel management, and greenfield restoration",,
H.644,2016,1/27/16,An act relating to nuisance suits against forestry operations,,
H.734,2016,1/28/16,An act relating to nutrition procurement standards for State government,,
S.196,2016,1/5/16,An act relating to nutrition procurement standards for State government and the Agency of Human Services' contracts with providers,,
H.622,2016,1/22/16,An act relating to obligations for reporting child abuse and neglect and cooperating in investigations of child abuse and neglect,,
H.393,2017,2/22/17,An act relating to obtaining a certificate of need prior to operating a pain management clinic,,
H.610,2014,1/16/14,An act relating to occupational employment wage surveys,,
H.376,2017,2/22/17,An act relating to occupational safety and workers' compensation,,
H.476,2015,3/12/15,"An act relating to offender counseling, services, and programming",,
H.312,2011,2/23/11,An act relating to offender reintegration and recidivism,,
H.180,2015,2/10/15,An act relating to offering health insurance plans to supplement Green Mountain Care,,
H.839,2016,1/29/16,An act relating to official State estimates for the Education Fund,,
H.144,2013,2/1/13,An act relating to on-the-record appeals from the district environmental commissions,,
S.75,2011,2/18/11,An act relating to operating a motor vehicle under the influence of alcohol or drugs,,
H.647,2012,1/31/12,An act relating to operating a motor vehicle while under the influence of alcohol with a child in the vehicle,,
H.148,2015,2/6/15,An act relating to operating a motor vehicle while under the influence of alcohol with a child in the vehicle,,
S.84,2015,2/12/15,An act relating to operation of all-terrain vehicles along State highways,,
S.160,2016,1/5/16,An act relating to operation of all-terrain vehicles along State highways,,
H.278,2017,2/15/17,An act relating to operation of motor vehicles with studded snow tires,,
H.172,2015,2/10/15,An act relating to operation on highways with studded snow tires,,
S.81,2015,2/12/15,An act relating to operation on highways with studded snow tires,,
H.773,2018,1/31/18,An act relating to opioid treatment programs in State correctional facilities,,
H.821,2016,1/29/16,"An act relating to opioids, regulated drugs, and the Vermont Prescription Monitoring System",,
H.314,2011,2/23/11,An act relating to optional cash payment of property tax adjustment amounts,,
H.175,2011,2/4/11,"An act relating to optional property tax certification of public, pious, or charitable use",,
H.575,2012,1/19/12,An act relating to owner-financed real estate sales,,
S.255,2014,1/7/14,An act relating to paid absence from work for health care and safety,,
H.339,2015,2/26/15,An act relating to paid family leave,,
S.254,2016,1/5/16,An act relating to paid family leave,,
H.196,2017,2/7/17,An act relating to paid family leave,,
S.82,2017,2/14/17,An act relating to paid family leave,,
S.36,2013,1/16/13,An act relating to paid parental leave,,
S.119,2015,2/26/15,An act relating to paid parental leave,,
H.237,2013,2/8/13,An act relating to palliative care and pain management,,
H.662,2014,1/23/14,An act relating to parcels entitled to a use value appraisal,,
H.760,2016,1/28/16,An act relating to parent-child center parenting class pilot programs,,
H.658,2012,1/31/12,An act relating to parental consent to mental health treatment of minors under age 18,,
S.213,2016,1/5/16,An act relating to parental leave insurance benefits,,
H.354,2011,2/25/11,An act relating to parental rights and responsibilities,,
H.764,2014,1/30/14,An act relating to parental rights and responsibilities in cases of domestic violence,,
S.49,2013,1/23/13,An act relating to parental rights and responsibilities involving a child conceived as a result of a sexual assault,,
H.498,2012,1/6/12,An act relating to parity for primary mental health care services,,
H.313,2015,2/25/15,An act relating to parking for persons with disabilities,,
H.623,2016,1/22/16,An act relating to parole eligibility,,
H.29,2013,1/17/13,An act relating to parole eligibility and day-for-day credit,,
H.827,2014,2/4/14,An act relating to participation in public school activities by students enrolled in independent schools,,
H.795,2016,1/28/16,An act relating to participation in public school activities by students enrolled in independent schools,,
S.68,2017,2/3/17,An act relating to partition of real estate when parties have a pending case in the Family Division of the Superior Court,,
H.548,2012,1/13/12,An act relating to passing and yielding to vulnerable users,,
H.209,2013,2/7/13,An act relating to passing and yielding to vulnerable users,,
S.135,2013,2/26/13,An act relating to passing and yielding to vulnerable users,,
H.231,2015,2/17/15,An act relating to passing and yielding to vulnerable users,,
S.121,2015,2/27/15,An act relating to passing and yielding to vulnerable users,,
H.583,2018,1/9/18,An act relating to passing vulnerable users,,
H.274,2011,2/17/11,An act relating to patient choice and control at end of life,,
S.103,2011,3/29/11,An act relating to patient choice and control at end of life,,
H.313,2011,2/23/11,An act relating to patient safety,,
H.696,2016,1/27/16,"An act relating to patient testing for bloodborne pathogen-related illnesses after possible transmission to health care, safety, or emergency personnel",,
H.263,2017,2/14/17,"An act relating to patient testing for bloodborne pathogen-related illnesses after possible transmission to health care, safety, or emergency personnel",,
H.843,2016,2/5/16,"An act relating to patient testing for bloodborne pathogen-related illnesses after possible transmission to health care, safety, or emergency personnel when the patient is unavailable or fails to consent",,
H.620,2014,1/16/14,An act relating to payment error rates in 3SquaresVT,,
H.134,2015,2/6/15,An act relating to payment for excess generation by net metering customers,,
H.238,2011,2/15/11,An act relating to payment of wages,,
H.279,2013,2/15/13,An act relating to payment of wages,,
H.571,2014,1/9/14,An act relating to payment of wages and benefits to members of the Vermont National Guard,,
H.552,2012,1/17/12,An act relating to payment of workers' compensation benefits by electronic payroll card,,
H.843,2014,2/4/14,An act relating to penalties for a first DUI offense,,
H.717,2018,1/26/18,An act relating to penalties for furnishing alcoholic beverages to minors,,
H.427,2011,3/8/11,An act relating to penalties for possession of marijuana,,
S.134,2012,1/3/12,An act relating to penalties for possession of marijuana,,
S.137,2015,3/17/15,An act relating to penalties for selling and dispensing marijuana,,
H.306,2013,2/20/13,An act relating to penalties for speeding in school zones,,
H.102,2017,1/24/17,An act relating to penalties for the failure to timely file standard campaign finance reports,,
H.79,2013,1/24/13,An act relating to penalties for the sale of regulated drugs in a dwelling,,
H.135,2013,2/1/13,An act relating to penalties for violating the child restraint system law,,
H.807,2014,1/31/14,An act relating to pension loans,,
H.289,2011,2/18/11,An act relating to perchloroethylene emissions from dry-cleaning systems,,
H.270,2011,2/17/11,An act relating to periodic reporting by a town treasurer to the town selectboard,,
H.782,2016,1/28/16,An act relating to permanency hearings,,
S.20,2017,1/12/17,An act relating to permanent licenses for persons 66 years of age or older,,
H.234,2015,2/17/15,An act relating to permits for publicly funded affordable housing projects,,
H.110,2015,2/3/15,An act relating to permitting a person over 70 years of age to opt out of jury service,,
S.175,2014,1/7/14,An act relating to permitting a student to remain enrolled in a Vermont public school after moving to a new school district,,
H.599,2014,1/14/14,An act relating to permitting a surviving spouse to retain possession of residential property subject to a reverse mortgage loan,,
H.305,2015,2/25/15,An act relating to permitting alcoholic beverages to be served at community events,,
H.414,2011,3/8/11,An act relating to permitting evidence of prior bad acts in sexual abuse trials,,
H.29,2017,1/11/17,An act relating to permitting Medicare supplemental plans to offer expense discounts,,
